,Address,Latitude,Longitude
1988,6207 Hyside Drive Austin  TX,30.3068488,-97.6713645
1989,14800 N Ih 35 Austin  TX,30.374598,-97.67776169999999
1990,3427 Parker Austin  TX,30.2199638,-97.7419037
1991,5019 Fort Clark Austin  TX,30.206085,-97.764156
1992,21121 Hogeye Road Manor  TX,30.2975383,-97.48190249999999
1993,2300 Scarborough Austin  TX,30.4616742,-97.6705178
1994,Braker And Kramer Austin  TX,30.3909194,-97.7140618
1995,11717 Drayton Austin  TX,30.3891392,-97.6905511
1996,9200 Quail Cove Austin  TX,30.3627409,-97.7010688
1997,6001 West Parmer Lane Austin  TX,30.4421298,-97.7437322
1998,Spirit Of Texas Drive And State Highway 71 Service Road Austin  TX,30.19747109999999,-97.66635289999999
1999,151 Elgin Woods Lane Travis  TX,30.3236594,-97.32994749999999
2000,5701 Johnny Morris Road Austin  TX,30.2919247,-97.6532215
2001,2725 Lyle Dr Austin  TX,30.2097811,-97.65021999999999
2002,9505 Johnny Morris Road Austin  TX,30.3286551,-97.6235375
2003,10601 Manchaca Road Austin  TX,30.163595,-97.82698599999999
2004,8068 Thaxton Road Austin  TX,30.1557834,-97.7382116
2005,400 East Grady Drive Austin  TX,30.372789,-97.682322
2006,1901 West William Cannon Drive Austin  TX,30.2022088,-97.80662400000001
2007,9608 Tea Rose Trail Austin  TX,30.1866564,-97.8445936
2008,6600 Elm Creek Drive Austin  TX,30.187309,-97.76373040000001
2009,2425 East Riverside Drive Austin  TX,30.2356554,-97.7253753
2010,2514 Howellwood Austin  TX,30.1752325,-97.8325672
2011,224 Dry Creek Rd Travis  TX,30.256758,-97.46636699999999
2012,Decker Lane And Decker Lake Road Austin  TX,30.295183,-97.62158869999999
2013,10507 Mellow Meadows Austin  TX,30.459841,-97.799573
2014,838 North Meadows Austin  TX,30.3754035,-97.6923958
2015,North Loop And Burnet Austin  TX,30.3585956,-97.7301715
2016,Edge Creek Drive And Bluff Springs Road Austin  TX,30.17141299999999,-97.757502
2017,Parmer Lane And Ih 35 Austin  TX,30.4012811,-97.6755515
2018,7201 Levander Loop Austin  TX,30.2527847,-97.6904186
2019,1070 Mearns Meadows Austin  TX,30.3695184,-97.6996056
2020,Colton-Bluff Springs Road And Alum Rock Drive Austin  TX,30.1598715,-97.73620170000001
2021,9715 Fm 620 North Austin  TX,30.4362109,-97.8361181
2022,15051 Bois D'Arc Manor  TX,30.381683,-97.4856513
2023,Spicewood Springs And Mesa Austin  TX,30.3714887,-97.75725779999999
2024,8033 Gessner Drive Austin  TX,30.34412529999999,-97.70098399999999
2025,7201 Levander Loop Austin  TX,30.2527847,-97.6904186
2026,1016 South Meadows Drive Austin  TX,30.3761812,-97.696096
2027,6425 South Interstate 35 Frontage Road Austin  TX,30.1904423,-97.767747
2028,Riverside Drive And Pleasant Vally Austin  TX,30.234143,-97.7228689
2029,Alameda Drive And Woodland Avenue Austin  TX,30.2444518,-97.74399179999999
2030,Thannas And Magin Meadow Austin  TX,30.179333,-97.7600464
2031,8004 Persimmon Trail Austin  TX,30.186417,-97.8007839
2032,Westmoor Drive Austin  TX,30.3084406,-97.6999337
2033,East 7Th Street And Pleasant Valley Road Austin  TX,30.2600704,-97.7094728
2034,East 51St Street And Manor Road Austin  TX,30.2981358,-97.6870582
2035,1209 Dessau Road Austin  TX,30.4047987,-97.6378056
2036,Blake Manor Road And Lockwood Drive Manor  TX,30.3050953,-97.5308158
2037,8804 Shick Road Austin  TX,30.4481744,-97.777221
2038,1213 Bonnie Brae Austin  TX,30.3576988,-97.67723649999999
2039,7001 Burleson Manor Travis  TX,30.2553198,-97.5307564
2040,14107 Sleepy Hollow Drive Pflugerville  TX,30.4114313,-97.63211720000001
2041,7201 Levander Loop Austin  TX,30.2527847,-97.6904186
2042,24369 Bingham Creek Road Travis  TX,30.614352,-97.944766
2043,Magin Meadow Drive And Deep Circle Austin  TX,30.1794581,-97.7580759
2044,4821 Riverside Drive Austin  TX,30.230565,-97.71831399999999
2045,3803 Manorwood Road Austin  TX,30.2884294,-97.70435590000001
2046,9901 Oriole Drive Austin  TX,30.3651681,-97.68760379999999
2047,Howard Lane And Dessau Road Austin  TX,30.403745,-97.6384712
2048,Georgian Drive And Wonsley Drive Austin  TX,30.3460746,-97.7039914
2049,900 Broken Feather Trail Pflugerville  TX,30.4349588,-97.64118909999999
2050,6404 Porter Street Austin  TX,30.2304657,-97.6982908
2051,11511 Metric Blvd Austin  TX,30.3946493,-97.7058084
2052,8868 Research Boulevard Austin  TX,30.3684999,-97.7207616
2053,12034  Research Blvd Austin  TX,30.42535759999999,-97.7529038
2054,5700 South Mopac Austin  TX,30.2278476,-97.83138339999999
2055,6505 Burleson Road Austin  TX,30.2028876,-97.7147801
2056,6855 East Highway 290 Austin  TX,30.3204952,-97.6869081
2057,9805 Chiltree Drive Austin  TX,30.3601392,-97.6795049
2058,7001 S. Congress Austin  TX,30.1898137,-97.77930029999999
2059,3113 River Road Del Valle  TX,30.2039909,-97.50664069999999
2060,2210 S Fm 973 Hwy Travis  TX,30.2153329,-97.6384152
2061,5308 Martin Luther King Jr Blvd Austin  TX,30.28693,-97.67424
2062,2801 Palomino Trail Austin  TX,30.210629,-97.690883
2063,2113 Thrasher Lane Austin  TX,30.2214845,-97.7009204
2064,10112 Peterson Travis  TX,30.1043251,-97.6327915
2065,1781 Spyglass Drive Austin  TX,30.2578728,-97.79194
2066,501 East Ben White Boulevard Austin  TX,30.2187762,-97.75856259999999
2067,5907 Cougar Drive Austin  TX,30.2065856,-97.7861805
2068,2512 Durwood Street Austin  TX,30.2394654,-97.75945399999999
2069,10000  North Lamar Austin  TX,30.3693126,-97.6951706
2070,6600 Elm Creek Drive Austin  TX,30.187309,-97.76373040000001
2071,3305 Dolphin Cove Austin  TX,30.2357064,-97.77637179999999
2072,14107 Sleepy Hollow Drive Pflugerville  TX,30.4114313,-97.63211720000001
2073,9315 Northgate Boulevard Austin  TX,30.372338,-97.71438789999999
2074,9600 Sprinkle Road Austin  TX,30.3494205,-97.6604022
2075,701 Woodward Street Austin  TX,30.2254079,-97.7521125
2076,Springdale Road And Airport Boulevard Austin  TX,30.2655736,-97.6955164
2077,Toll Road 130 And Fm 812 Del Valle  TX,30.0365073,-97.68715859999999
2078,1208 Coaches Crossing Pflugerville  TX,30.4451534,-97.6567395
2079,9201 Circuit Of The Americas Boulevard Austin  TX,30.1386176,-97.63097479999999
2080,2000 Westlake Drive Travis  TX,30.3018264,-97.7888559
2081,Hickory Ridge Road Travis  TX,30.1350323,-97.822627
2082,2003 Man O War Del Valle  TX,30.2179695,-97.52237629999999
2083,1716 East Slaughter Lane Austin  TX,30.1532181,-97.7683933
2084,Pack Saddle Pass And Jones Road Austin  TX,30.2243602,-97.80137429999999
2085,Riverside Drive And Vargas Austin  TX,30.2240637,-97.7010957
2086,Thomas Springs And Circle Drive Del Valle  TX,30.2462297,-97.9272763
2087,1613 Cripple Creek Austin  TX,30.3801778,-97.7047801
2088,9511 Burklund Farms Road Del Valle  TX,30.1132536,-97.6497021
2089,Loyola Lane And Johnny Morris Road Austin  TX,30.30017569999999,-97.6482673
2090,2531 West Anderson Lane Austin  TX,30.3577186,-97.7353048
2091,422 W Riverside Dr Austin  TX,30.259674,-97.748756
2092,East Ben White Boulevard And Palma Verde Drive Austin  TX,30.2193255,-97.6880793
2093,508 West Howard Lane Austin  TX,30.421038,-97.66194229999999
2094,2108 Ferguson Ln Austin  TX,30.3452976,-97.6665951
2095,West 31St Street And King Street Austin  TX,30.29867909999999,-97.74288759999999
2096,764 Airport Blvd Austin  TX,30.2548881,-97.6932228
2097,1720 Wooten Park Drive Austin  TX,30.353374,-97.722809
2098,Meadow Lake Boulevard And Blue Meadow Drive Austin  TX,30.1779016,-97.7550243
2099,Columbia And Notre Dame Austin  TX,41.7055716,-86.2353388
2100,8713 High Valley Road Austin  TX,30.2215165,-97.8961113
2101,1100 Cherico Austin  TX,30.2637821,-97.70155659999999
2102,Stassney And William Cannon Austin  TX,30.2069972,-97.779303
2103,4434  Frontier Trl Austin  TX,30.23144,-97.795757
2104,12320 Laguardia Lane Travis  TX,30.1717883,-97.62881229999999
2105,Quicksilver Boulevard And Stoneleigh Austin  TX,30.1762237,-97.76380999999999
2106,4515 Airport Boulevard Austin  TX,30.304276,-97.715448
2107,East Martin Luther King Boulevard And Springdale Road Austin  TX,30.28583459999999,-97.6826564
2108,Pearce Ln & Alomar Del Valle  TX,30.1679817,-97.6200829
2109,1405 Choquette Drive Austin  TX,30.3391907,-97.72807019999999
2110,2003 Man O War Del Valle  TX,30.2179695,-97.52237629999999
2111,4601 Avenue H Austin  TX,30.3093042,-97.7239546
2112,South First Street And West Mary Street Austin  TX,30.2465571,-97.7563524
2113,5402 King Henry Drive Austin  TX,30.2908386,-97.6618261
2114,William Cannon Drive And Branchwood Drive Austin  TX,30.1851569,-97.75656289999999
2115,5207 Two Iron B Austin  TX,30.1946496,-97.7426251
2116,10001 East Rutland Village Austin  TX,30.3778136,-97.709955
2117,3707 West Howard Lane Austin  TX,30.4403142,-97.6986659
2118,Bluffstone Drive And Capitol Of Texas Highway Austin  TX,30.3850951,-97.7667996
2119,Wild Senna Drive West And Heatherwild Boulevard South Pflugerville  TX,30.4219783,-97.6591455
2120,930 E Rundberg Ln Austin  TX,30.3571654,-97.6847839
2121,720 Bastrop Hwy Austin  TX,30.233956,-97.6859108
2122,Roxanna Drive And Monarch Drive Austin  TX,30.1780549,-97.8266254
2123,Todd Ln & Ben White Austin  TX,30.2149056,-97.7353644
2124,Williford Drive And Fm 812 Del Valle  TX,36.2528453,-91.3559678
2125,Lexington Street And West Murray Street Manor  TX,30.3476519,-97.5561261
2126,Greenslope Drive Austin  TX,30.370461,-97.750841
2127,8207 Canoga Ave Austin  TX,30.283982,-97.6360614
2128,1088 Park Plaza Austin  TX,30.348747,-97.68395090000001
2129,11601 Santa Cruz Road Austin  TX,30.4091993,-97.7368537
2130,West Ben White Boulevard And South Congress Avenue Austin  TX,30.2224893,-97.7641591
2131,1016 Camino La Costa Austin  TX,30.32597599999999,-97.701444
2132,4115 South Congress Avenue Austin  TX,30.2217382,-97.7641448
2133,1201 Barbara Jordan Boulevard Austin  TX,30.3056407,-97.7099391
2134,6300 Ken Caryl Drive Austin  TX,30.1585556,-97.74364369999999
2135,West 24Th Street And San Gabriel Street Austin  TX,30.288162,-97.747832
2136,3304 Hycreek Austin  TX,30.3057069,-97.6725092
2137,117 Hummingbird Court Austin  TX,30.1424062,-97.55004919999999
2138,George Street And East Stassney Lane Austin  TX,30.1909426,-97.7340569
2139,7201 Levander Loop Austin  TX,30.2527847,-97.6904186
2140,South Pleasant Valley And Onion Creek Austin  TX,30.1772002,-97.7482581
2141,Fm 969 And Webberwood Way Webberville  TX,30.2214584,-97.48893699999999
2142,7704 Lazy Creek Drive Austin  TX,30.317601,-97.653964
2143,6807 Duquesne Drive Austin  TX,30.3192016,-97.6821338
2144,Springdale Road And East 51St Street Austin  TX,30.29356809999999,-97.677838
2145,8805 Linden Del Valle  TX,30.12490499999999,-97.59580799999999
2146,119 Hergotz Austin  TX,30.243365,-97.688839
2147,5032 Irvine Lane Del Valle  TX,30.178077,-97.619468
2148,Manchaca Road And South Lamar Blvd Austin  TX,30.2443034,-97.78132520000001
2149,Carol Ann Drive And Manor Road Austin  TX,30.3089082,-97.66928279999999
2150,Ali Cove Austin  TX,30.2940791,-97.6479056
2151,412 East William Cannon Austin  TX,30.1928702,-97.7745218
2152,Waukesha Drive And Interstate 35 Pflugerville  TX,30.4599567,-97.6655868
2153,1613 Cripple Creek Austin  TX,30.3801778,-97.7047801
2154,151 Kiras Court Austin  TX,30.187601,-97.98283029999999
2155,8827 Elroy Rd Travis  TX,30.1237822,-97.62627020000001
2156,West Slaughter Lane And Bilbrook Place Austin  TX,30.1737563,-97.8169964
2157,Wickersham Lane And East Riverside Drive Austin  TX,30.2324502,-97.7204386
2158,5208 Village Path Austin  TX,30.1969629,-97.74669929999999
2159,8220 Tx-71 Austin  TX,30.2475924,-97.8863259
2160,5930 Middle Fiskville Road Austin  TX,30.3227671,-97.71243659999999
2161,11304 Perennial Ct Austin  TX,30.16402609999999,-97.85545309999999
2162,Old Castle Road And Sheraton Avenue Austin  TX,30.2126142,-97.7622882
2163,5500 Stuart Court Austin  TX,30.2617291,-97.6863913
2164,2005 Willow Creek Drive Austin  TX,30.2319025,-97.7284267
2165,4503 Teri Road Travis  TX,30.1971374,-97.745076
2166,13812 Bois D Arc Lane Manor  TX,30.361735,-97.512422
2167,807 Ramble Lane Austin  TX,30.2116188,-97.7829108
2168,12118 Walnut Park Crossing Austin  TX,30.3935615,-97.6769525
2169,614 Hammock Drive Austin  TX,30.3304173,-97.72103829999999
2170,23Rd Street And San Jacinto Circle Austin  TX,30.2853232,-97.7337002
2171,1209 Dessau Road Austin  TX,30.4047987,-97.6378056
2172,1500 Faro Austin  TX,30.2329844,-97.7141819
2173,15920 Stewart Road Austin  TX,30.3776604,-97.9533483
2174,1045 Norwood Park Boulevard Austin  TX,30.33771609999999,-97.6927563
2175,5409 Ponciana Drive Austin  TX,30.1964677,-97.75507089999999
2176,Slaughter And Ih35 Austin  TX,30.1669935,-97.7869383
2177,Masterson Pass And 183 Austin  TX,30.370141,-97.6900555
2178,8500 Yaupon Springs Austin  TX,30.2241992,-97.89396359999999
2179,1801 Horse Wagon Austin  TX,30.3748067,-97.653052
2180,Lockwood Road And Hog Eye Road Manor  TX,30.3007695,-97.4930754
2181,2705 Hoeke Lane Austin  TX,30.211341,-97.6891358
2182,12513 Paloma Blanca Way Del Valle  TX,30.1674769,-97.62817679999999
2183,9507 Parkfield Austin  TX,30.369887,-97.7047377
2184,12034 Research Blvd Austin  TX,30.42535759999999,-97.7529038
2185,Mopac Expressway And Enfield Road Austin  TX,30.2876521,-97.764086
2186,Bramble Bush And Thaxton Road Austin  TX,30.1568512,-97.7398893
2187,1104 Crown Oaks Drive Austin  TX,30.3570455,-97.6811161
2188,7Th Street And Pleasant Valley Austin  TX,30.2600704,-97.7094728
2189,Sandshof Drive And Loyola Lane Austin  TX,30.2989395,-97.6456121
2190,5106 Village Square Drive Austin  TX,30.1886755,-97.7430555
2191,2003 Man O War Del Valle  TX,30.2179695,-97.52237629999999
2192,7201 Woodhollow Drive Austin  TX,30.356542,-97.75094729999999
2193,1806 West Rundberg Lane Austin  TX,30.3726154,-97.71343689999999
2194,28Th Street And San Gaberial Road Austin  TX,30.293362,-97.7434074
2195,Avenue F And 46Th Austin  TX,30.31018329999999,-97.72616239999999
2196,4700 East Riverside Austin  TX,30.233125,-97.718251
2197,20901 Trappers Trl Travis  TX,30.282482,-97.487467
2198,7610 Cameron Road Austin  TX,30.3319213,-97.6885107
2199,9200 Quail Cove Austin  TX,30.3627409,-97.7010688
2200,11243 Pinehurst Drive Austin  TX,30.1338259,-97.78314440000001
2201,West Ben White Boulevard And Manchaca Road Austin  TX,30.2303391,-97.7880671
2202,6807 Shadywood Dr Austin  TX,30.1933435,-97.7850764
2203,12403 Split Rail Cove Austin  TX,30.4616381,-97.80410289999999
2204,4600 Mueller Boulevard Austin  TX,30.2988854,-97.7079325
2205,6029 Blue Bluff Road Austin  TX,30.277483,-97.61159599999999
2206,9028 Tristam Travis  TX,30.2832225,-97.4745039
2207,524 Vargas Rd Travis  TX,30.23685499999999,-97.6919187
2208,18706 Blake Manor Rd Manor  TX,30.2855664,-97.5216872
2209,Stoneliegh Place And East William Cannon Drive Austin  TX,30.18649229999999,-97.75886919999999
2210,1604 Fortview Road Austin  TX,30.2291579,-97.783293
2211,Stratus Drive And Avion Drive Travis  TX,30.2823403,-98.04667839999999
2212,Ortman Drive Pflugerville  TX,30.3950017,-97.6187842
2213,French Place Austin  TX,30.291723,-97.71723019999999
2214,1430 Frontier Valley Drive Austin  TX,30.227456,-97.692371
2215,2003 Man O War Austin  TX,30.1361866,-97.6790444
2216,West Parmer Lane And Mcneil Road Austin  TX,30.4438565,-97.742551
2217,Mlk And Airport Blvd Austin  TX,30.2825403,-97.70398689999999
2218,Ross Road And Highway 71 Austin  TX,30.1862016,-97.60952619999999
2219,9300 Northgate Boulevard Austin  TX,30.3732275,-97.7157781
2220,10309 Little Pebble Dr Austin  TX,30.3814629,-97.7110579
2221,11400 Murchinson Manor  TX,30.333347,-97.564701
2222,Loyola And Decker Lane Austin  TX,30.2912881,-97.62793470000001
2223,3427 Parker Lane Austin  TX,30.2199638,-97.7419037
2224,14312 Hunters Bend Travis  TX,30.2462659,-97.5826446
2225,24369 Bingham Creek Road Travis  TX,30.614352,-97.944766
2226,2450 Wickersham Lane Austin  TX,30.225391,-97.725819
2227,7227 East Highway 290 Austin  TX,30.3220845,-97.68090889999999
2228,7515 Timber Hills Drive Del Valle  TX,30.150106,-97.584223
2229,10001 Burleson Road Austin  TX,30.1707385,-97.6679559
2230,14906 Zurick Drive Del Valle  TX,30.1301897,-97.6118032
2231,421 Thompson Lane Austin  TX,30.2384879,-97.6822802
2232,710 E Ben White Blvd Austin  TX,30.2203767,-97.754233
2233,5400 West Parmer Lane Austin  TX,30.4367138,-97.7328567
2234,14902 Bern Dr Travis  TX,30.1311934,-97.612163
2235,5112 South 1St Street Austin  TX,30.2138263,-97.7785945
2236,224 Dry Creek Rd Travis  TX,30.256758,-97.46636699999999
2237,5600 North Interstate 35 Austin  TX,30.4367853,-97.66923039999999
2238,Fence Row Austin  TX,30.1970385,-97.73266489999999
2239,Pearce Lane And Tollway 130 Travis  TX,30.1616618,-97.6066944
2240,Foster Lane And Great Northern Boulevard Austin  TX,30.3596834,-97.7438135
2241,Fulkes Road Travis  TX,30.579531,-97.957544
2242,Geneva Drive And Hartnell Drive Austin  TX,30.3226103,-97.675918
2243,8508 Forest Heights Ln Austin  TX,30.2114429,-97.8683124
2244,1700 Onion Creek Parkway Austin  TX,30.1392421,-97.80289239999999
2245,5405 Manor Road Austin  TX,30.3013899,-97.68425390000002
2246,3503 Rockhurst Ln Austin  TX,30.31265,-97.66636199999999
2247,12800 Pearce Lane Del Valle  TX,30.1695786,-97.6217157
2248,2305 Park Lane Webberville  TX,30.2206383,-97.4880838
2249,2600 Esperanza Crossing Austin  TX,30.3959743,-97.7172726
2250,11236 Blossom Bell Austin  TX,30.38595359999999,-97.6971457
2251,1908 Kramer Lane Austin  TX,30.3885637,-97.7071342
2252,1509 Curameng Cove Austin  TX,30.1602358,-97.8276064
2253,1601 Koenig Lane Austin  TX,30.3322829,-97.73511390000002
2254,12202 Abernathy Street Manor  TX,30.3398282,-97.5630221
2255,6511 Twin Creek Hollow Austin  TX,30.3729319,-97.7921683
2256,9715 North Fm 620 Austin  TX,30.4362109,-97.8361181
2257,North Interstate Highway Pflugerville  TX,30.4502932,-97.6665218
2258,Albert Road And Sherwood Road Austin  TX,30.1929242,-97.805264
2259,4434 Frontier Trl Austin  TX,30.23144,-97.795757
2260,North Interstate Highway 35 Pflugerville  TX,30.4502932,-97.6665218
2261,North Interstate 35 Frontage Road And Ruby Drive Austin  TX,30.372981,-97.678291
2262,2012 Deer Run Drive Austin  TX,30.1837752,-97.76451619999999
2263,West Slaughter Lane And Manchaca Road Austin  TX,30.1736392,-97.8238312
2264,1301 W Oltorf Austin  TX,30.24495799999999,-97.7687909
2265,2310 Wilson Street Austin  TX,30.2422245,-97.75621269999999
2266,Parliment Drive And Regency Drive Austin  TX,30.2877304,-97.6603042
2267,Latta Drive And Muskdeer Drive Austin  TX,30.2053525,-97.8568298
2268,6201 Sneed Cove Austin  TX,30.1937135,-97.763666
2269,7312 Lake Charles Austin  TX,30.1668409,-97.74224319999999
2270,Holly Springs Dr Austin  TX,30.1804356,-97.83431329999999
2271,West Anderson Lane And Wooten Park Drive Austin  TX,30.3525151,-97.7232406
2272,2300 Aldford Austin  TX,30.2062842,-97.8106546
2273,11915 Stonehollow Austin  TX,30.4005124,-97.7069825
2274,Mueller Boulevard And Philomena Street Austin  TX,30.3011383,-97.7056806
2275,5800 Lydian Drive Austin  TX,30.2512704,-97.76482539999999
2276,1707 Schieffer Ave Austin  TX,30.2950378,-97.71076099999999
2277,8601 Research Boulevard Austin  TX,30.3629265,-97.71536359999999
2278,5509 Blue Bird Austin  TX,30.20648,-97.7766259
2279,Slaughter And South 1St Austin  TX,30.1723736,-97.79954130000002
2280,9201 Circuits Of America Del Valle  TX,30.1341647,-97.63842939999999
2281,900 West 23Rd Street Austin  TX,30.2875051,-97.7469027
2282,Yaupon Drive And Sheba Cove Austin  TX,30.4244656,-97.7775065
2283,Hwy 71 Austin  TX,30.2269169,-97.7697774
2284,6231 East Stassney Lane Austin  TX,30.1995478,-97.7176767
2285,11551 Maha Loop Road Austin  TX,30.09609319999999,-97.68501719999999
2286,505 East Hulet Drive Austin  TX,30.33063139999999,-97.70870389999999
2287,16101 White River Boulevard Travis  TX,30.4545089,-97.6553556
2288,12002 N Ih 35 Austin  TX,30.3866466,-97.673682
2289,20700 Huckabee Bend Pflugerville  TX,30.4858711,-97.574198
2290,4605 Inperial Drive Austin  TX,30.26460629999999,-97.6270752
2291,Slaughter Lane And Brodie Lane Austin  TX,30.1835034,-97.84992079999999
2292,2106 East Side Drive Austin  TX,30.2408923,-97.7478453
2293,13904 Old Highway 20 Manor  TX,30.337938,-97.513369
2294,910 Kavanagh Drive Austin  TX,30.1796214,-97.804825
2295,1009 West 25Th 1/2 Street Austin  TX,30.2898127,-97.748397
2296,8707 Damita Jo Road Manor  TX,30.2788915,-97.48733969999999
2297,6401 Cedar Street Austin  TX,30.3408667,-97.80638850000001
2298,600 S 1St St Austin  TX,30.2575646,-97.7510921
2299,Riverside Drive And Pleasant Vally Austin  TX,30.234143,-97.7228689
2300,1015 East Yager Lane Austin  TX,30.3914531,-97.66296899999999
2301,18706 Blake Manor Road Manor  TX,30.2855664,-97.5216872
2302,10007 Michael Dale Drive Austin  TX,30.2339728,-97.93007779999999
2303,Turtle Rock Drive And Pine Ridge Drive Austin  TX,30.4491292,-97.77391229999999
2304,Decker And Watchful Fox Austin  TX,30.3116015,-97.61650499999999
2305,Cedar Bend And Mopac Expressway Austin  TX,30.413208,-97.703896
2306,4021 S Capital Of Texas Austin  TX,30.2384113,-97.7975408
2307,South Lakeshore Boulevard And South Pleasant Valley Road Austin  TX,30.2424912,-97.71721149999999
2308,19512 Hogeye Rd Austin  TX,30.2855403,-97.57884709999999
2309,508 East Howard Lane Austin  TX,30.4140945,-97.6523092
2310,1117 Garland Avenue Austin  TX,30.2686857,-97.68538819999999
2311,13925 Rector Loop Manor  TX,30.3728386,-97.5585141
2312,115 Heritage Drive Austin  TX,30.2025246,-97.9878552
2313,7209 Blessing Avenue Austin  TX,30.3290816,-97.6945587
2314,12505 Zeller Ln Austin  TX,30.3964202,-97.658435
2315,3115 East 13Th Street Austin  TX,30.2772861,-97.7011749
2316,13211 Dessau Road Austin  TX,30.4010114,-97.6392585
2317,Harris Branch Parkway And Parmer Lane Austin  TX,30.3684263,-97.6133272
2318,7301 Dungarees Way Del Valle  TX,30.151842,-97.5906296
2319,1156 W Cesar Chavez Austin  TX,30.269764,-97.7591144
2320,South Congress Avenue And Sheraton Avenue Austin  TX,30.2152058,-97.76880969999999
2321,2314 Deadwood Dr Austin  TX,30.1972973,-97.75013709999999
2322,7201 Levander Loop Austin  TX,30.2527847,-97.6904186
2323,1401 North Redondo Austin  TX,30.2809438,-97.68238819999999
2324,8000 Highway 290 West Austin  TX,30.2303101,-97.8902718
2325,6603 N Ih35 Austin  TX,30.32692459999999,-97.70281849999999
2326,David Moore Drive And Sweetwater River Drive Austin  TX,30.16236,-97.8141921
2327,Victorty Dr Austin  TX,30.2347228,-97.7901626
2328,8804 Shick Road Austin  TX,30.4481744,-97.777221
2329,700 Delmar Avenue Austin  TX,30.3368578,-97.70276539999999
2330,Bluff Springs Austin  TX,30.1725823,-97.76861799999999
2331,11801 Sonoma Drive Austin  TX,30.30937759999999,-97.9205599
2332,11905 Garden Grove Drive Austin  TX,30.22359939999999,-97.62881229999999
2333,Maude And East 12Th Street Austin  TX,30.2750752,-97.71161389999999
2334,9102 Happy Trail Austin  TX,30.3356358,-97.6538573
2335,4701 North Interstate Highway 35 Austin  TX,30.3050319,-97.7125341
2336,Childress Drive And Hansford Drive Austin  TX,30.362047,-97.6793227
2337,12609 Dessau Road Austin  TX,30.3919192,-97.6423016
2338,124 West Anderson Lane Austin  TX,30.3446809,-97.70522550000001
2339,Martin Luther King Jr Boulevard And Airport Boulevard Austin  TX,30.2825403,-97.70398689999999
2340,6812 Breezy Hill Austin  TX,30.3099164,-97.6373291
2341,19429 Tayshas Street Manor  TX,30.3523505,-97.510109
2342,1301 Crossing Place Austin  TX,30.2368004,-97.7111204
2343,Westgate And Mannasas Austin  TX,30.19994209999999,-97.8206902
2344,7201 Levander Austin  TX,30.2527847,-97.6904186
2345,717 Egger Street Austin  TX,30.237735,-97.69807399999999
2346,4106 N Lamar Blvd Austin  TX,30.3094768,-97.7407154
2347,19512 Hogeye Rd Austin  TX,30.2855403,-97.57884709999999
2348,12138 North Lamar Boulevard Austin  TX,30.3991227,-97.6794893
2349,8803 Pineridge Drive Austin  TX,30.4502284,-97.7757774
2350,10606 Man O War Avenue Austin  TX,30.1355196,-97.6768125
2351,54 Rainey Street Austin  TX,30.2569365,-97.7397606
2352,1009 Edgecliff Terrace Austin  TX,30.2499,-97.73785199999999
2353,13021 Dessau Road Austin  TX,30.3919758,-97.6339171
2354,11904 Blake Manor Road Travis  TX,30.3234545,-97.5436233
2355,Unice Drive Travis  TX,30.2806504,-97.4818121
2356,8003 South Ih 35 Austin  TX,30.1740879,-97.7786271
2357,20711 Fm 1431 Lago Vista  TX,30.4770359,-97.9754214
2358,502 West William Cannon Drivd Austin  TX,30.1967036,-97.7858408
2359,1156 West Cesar Chavez Street Austin  TX,30.269764,-97.7591144
2360,10803 Claywood Drive Austin  TX,30.3679135,-97.6713645
2361,513 Vargas Austin  TX,30.2369831,-97.6913629
2362,2612 Lost Creek Boulevard Austin  TX,30.2744256,-97.8440263
2363,Austin Colony And Deaf Smith Austin  TX,30.2334507,-97.59027999999999
2364,1709 East Highway 71 Austin  TX,30.2217144,-97.6720045
2365,12209 Ferry Stone Cove Del Valle  TX,30.1599427,-97.63669349999999
2366,7259 Wardman Drive Del Valle  TX,30.1548414,-97.6457623
2367,1032 East 46Th Street Austin  TX,30.304771,-97.71428189999999
2368,4401 Elmsgrove Drive Austin  TX,30.2845369,-97.6776393
2369,4712 Nuckols Crossing Austin  TX,30.1981693,-97.7363339
2370,1108 Spearson Lane Austin  TX,30.201735,-97.7939095
2371,14620 North Interstate 35 Austin  TX,30.4379186,-97.67040159999999
2372,20067 Blake Manor Road Austin  TX,30.2721113,-97.5028045
2373,2906 West Avenue Austin  TX,30.2972654,-97.7450442
2374,2409 Town Lake Circle Austin  TX,30.2382653,-97.7233182
2375,1407 West Stassney Lane Austin  TX,30.2113495,-97.79269130000002
2376,1600 Willow Street Austin  TX,30.2576969,-97.72879150000001
2377,4910 Navarro Creek Road Del Valle  TX,30.1786185,-97.58701649999999
2378,9001 Amberglenn Austin  TX,30.4699916,-97.7665572
2379,7201 Levander Loop Austin  TX,30.2527847,-97.6904186
2380,12024 Vista Parke Drive Austin  TX,30.4154362,-97.85333589999999
2381,Wheless And Berkman Drive Austin  TX,30.3184023,-97.6899024
2382,2101 N Fm 620 Travis  TX,30.3838145,-97.94256209999999
2383,Buell And Stillwood Lane Austin  TX,30.3649619,-97.7327284
2384,5805 Median Road Travis  TX,30.4254758,-97.9320211
2385,933 Coronation Way Pflugerville  TX,30.4274652,-97.63949029999999
2386,7401 N Lamar Blvd Austin  TX,30.3404984,-97.7155865
